,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,rating
8070,Argentina,"Orange peel and lychee aromas are typical of the variety. This feels straightforward, juicy, clean and fresh, with tangy acidity. Flavors of lime, lychee and tangerine finish bright and snappy.",Alta,86,9.0,Other,Tulum Valley,,Michael Schachner,@wineschach,Callia 2013 Alta Torrontés (Tulum Valley),Torrontés,Callia,Low
8071,New Zealand,"This Pinot takes a few minutes to open up, yet when it does it smells like dusting polish and Dr. Pepper. The palate is more subtle with a good lick of acidity and chewy tannins finishing on dark cherry fruit. It's not the most typical example of this region or grape variety, but it has its charms nonetheless.",Small Parcels Rise & Shine,87,33.0,Central Otago,,,,,Kim Crawford 2015 Small Parcels Rise & Shine Pinot Noir (Central Otago),Pinot Noir,Kim Crawford,Low
8072,US,"Zinfandel by another name, this appealing wine has cola and cherry aromas, plus snappy cherry-candy and sweet prune flavors. It's full-bodied and has lively acidity, a silky texture and lingering finish.",,87,24.0,California,Clear Lake,,Jim Gordon,@gordone_cellars,Rosa d'Oro 2012 Primitivo (Clear Lake),Primitivo,Rosa d'Oro,Low
8073,Spain,"Even the very best Txakoli won't appeal to everyone, and this rosé is far from the best. Fruitless aromas of arugula and vinaigrette set up a sour palate with arrow-sharp acidity. Piercing, tart citrus flavors end with scour and sizzle.",,83,25.0,Northern Spain,Getariako Txakolina,,Michael Schachner,@wineschach,Txomín Etxaníz 2014 Rosé (Getariako Txakolina),Rosé,Txomín Etxaníz,Low
8074,US,"Strawberry fruit, framed in orange peel, characterizes this simple, yet enjoyable wine, from first sip to the last. It's forward and fruity, with a short tail.",,87,25.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Cummins Road 2013 Pinot Noir,Pinot Noir,Cummins Road,Low
8075,US,"Modest in alcohol, which is nice, but it comes at the price of richness. This is a lean, earthy wine whose acidity and tannins co-star with the cherries and tobacco. Drink now.",,86,38.0,California,Sonoma County,Sonoma,,,Raymond Burr 2007 Cabernet Franc (Sonoma County),Cabernet Franc,Raymond Burr,Low
8076,Portugal,"Rich and dense, a spicy wine, dominated by a smooth, concentrated character. The acidity is present and gives an essential antidote to the ripe black fruits, leaving a wine that is powerful without being excessive.",Carlos Reynolds,87,,Alentejano,,,Roger Voss,@vossroger,Julian Reynolds 2006 Carlos Reynolds Red (Alentejano),Portuguese Red,Julian Reynolds,Low
8077,Spain,"This starts with aromas of cinnamon, hard candy and weedy red fruits. It feels sugary and broken, with candied strawberry flavors in front of a sweet, confected finish.",Circles Syrah & Garnacha,80,10.0,Northern Spain,Cariñena,,Michael Schachner,@wineschach,Bodegas Virgen del Águila 2010 Circles Syrah & Garnacha Syrah-Grenache (Cariñena),Syrah-Grenache,Bodegas Virgen del Águila,Low
8078,Italy,"Aromas of this robust wine recall resin, raisin, vanilla and plum cake. The warm, thick palate offers prune, licorice and ground black pepper alongside robust tannins. There's not much fruit richness and the heat of alcohol throws this off balance.",Riserva,87,40.0,Southern Italy,Primitivo di Manduria,,Kerin O’Keefe,@kerinokeefe,Jorche 2010 Riserva  (Primitivo di Manduria),Primitivo,Jorche,Low
8079,Argentina,"Herbal, tomatoey red-berry aromas lead to a fleshy, fresh palate with barely any structure. Plum, currant and herbal flavors finish solid, with basic flavors of oak and spice.",Barrel Select,86,14.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Bodega Norton 2014 Barrel Select Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Bodega Norton,Low
8080,US,"There's just not much here. The strawberry fruit is wispy thin, the acids tart, the tannins light, and the whole shebang shows only modest depth and grip.",Chestnut Hill Vineyard,87,54.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Lemelson 2014 Chestnut Hill Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Lemelson,Low
8081,Portugal,"A fruity and attractive wine from high vineyards above the Douro valley, with acidity, red berry fruits and a touch of tannin. Made in a light, fresh style, it is ready to drink.",Colheita,85,15.0,Douro,,,Roger Voss,@vossroger,Quinta do Portal 2011 Colheita Red (Douro),Portuguese Red,Quinta do Portal,Low
8082,US,"The aromas are all high toned, with barrel notes of exotic spice, vanilla and medicine cabinet. The red-fruit flavors bring a sense of elegance and distinction.",Estate Grown,87,38.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Ambassador Vineyard 2014 Estate Grown Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Ambassador Vineyard,Low
8083,US,"Quite a lot of fruit flavor is packed into this straightforward, dry and non-oaky wine. It should be versatile at the dinner table because of its direct flavors, rather reserved texture and good balance.",,87,19.0,California,Mendocino County,,Jim Gordon,@gordone_cellars,Enotria 2011 Barbera (Mendocino County),Barbera,Enotria,Low
8084,Italy,"A well-priced wine packed tight in oak-aged aromas of ripe fruit and spice. There's a warm, jammy feel and the mouthfeel is soft and easy.",,86,12.0,Sicily & Sardinia,Sicilia,,,,Colosi 2008 Red (Sicilia),Red Blend,Colosi,Low
8085,US,"The charms of this full-bodied wine are mainly in the substantial and viscous texture, while mild mineral and apricot flavors provide subtle backup. Far from being simply fruity, the style emphaizes the soothing, mouth-coating feel of the wine.",,87,13.0,California,Clarksburg,Central Valley,Jim Gordon,@gordone_cellars,Vinum 2014 Chenin Blanc (Clarksburg),Chenin Blanc,Vinum,Low
8086,France,"Colombard gives the same herbaceous character as Sauvignon Blanc. Here it is packed with acidity, green fruits and strong lines of citrus. Still young, it will benefit for a few more months, so drink from late 2015.",Magnaut,84,10.0,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Domaine de Magnaut 2014 Magnaut Colombard (Côtes de Gascogne),Colombard,Domaine de Magnaut,Low
8087,France,"Fresh and fruity, this already-attractive wine offers bright acidity, a lightly herbal edge and a tangy citrus texture. It is ready to drink. The estate is owned by the Perrin family of Château Carbonnieux.",,85,20.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Lafont Menaut 2013  Pessac-Léognan,Sauvignon Blanc,Château Lafont Menaut,Low
8088,US,"This wine displays aromas of green herbs, black and green olive, vanilla and sweet plum. The black and blue fruit flavors are sweet, backed by blocky, dry tannins.",,87,16.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Winery 2013 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Columbia Winery,Low
8089,US,"A real fruit bomb, with explosive flavors of pineapples, lemons, limes and peaches, accented with sweet smoky oak. Malolactic fermentation adds softer flavors of buttered popcorn.",,85,25.0,California,Russian River Valley,Sonoma,,,Davis Bynum 2007 Chardonnay (Russian River Valley),Chardonnay,Davis Bynum,Low
8090,US,"Overripe and raisiny, with sweet, shriveled blackberry and oak flavors, leading to a hot finish. Drink now.",Zenith,83,65.0,California,Paso Robles,Central Coast,,,Midnight 2007 Zenith Red (Paso Robles),Bordeaux-style Red Blend,Midnight,Low
8091,Mexico,"Smoky, oaky and peppery up front, with balsamic berry aromas and tree bark notes. It feels thick, creamy and a little awkward, with heavy oak flavors, related spice and savory, stewy notes. As it unwinds it's chunky and heavy, with a sweet molasses note on the finish.",,84,23.0,Valle de Guadalupe,,,Michael Schachner,@wineschach,Monte Xanic 2009 Cabernet Sauvignon (Valle de Guadalupe),Cabernet Sauvignon,Monte Xanic,Low
8092,US,"This wine opens with a stemmy aromas and remains basic in the glass, with a sweet ending.",,81,11.0,California,Lodi,Central Valley,Virginie Boone,@vboone,Castle Rock 2011 Zinfandel (Lodi),Zinfandel,Castle Rock,Low
8093,US,"So young, it tastes like it's still fermenting. Not a bad wine, but freshly tart and strong in grapy flavors. Should calm down by mid-2011 and become a nice, full-bodied and dry red wine.",Grower's Selection,84,15.0,California,Clarksburg,Central Valley,,,The Crusher 2009 Grower's Selection Petite Sirah (Clarksburg),Petite Sirah,The Crusher,Low
8094,Spain,"This Tempranillo-based rosé is clean up front, with hints of citrus and chewing gum to the nose. A solid mouthfeel makes for a good palate, while this offers a quick pop of zesty citrus fruit that's backed by duller yeast and wheat notes on the finish.",,87,15.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Urbina 2015 Rosé (Rioja),Rosé,Urbina,Low
8095,US,The aromas of herbs and jammy fruit are light while the palate offers plush-feeling cocoa and berry flavors. This offers a lot of enjoyment for the price.,,87,10.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Snoqualmie 2013 Merlot (Columbia Valley (WA)),Merlot,Snoqualmie,Low
8096,France,"In the style of this producer, this is a rich wine. It has ripe yellow fruits as well as the more mineral, crisp character that comes from the tangy Sauvignon Blanc. The wine is still young, needing a few more months. So drink from 2018.",Châtenoy,87,20.0,Loire Valley,Menetou-Salon,,Roger Voss,@vossroger,Isabelle et Pierre Clément 2015 Châtenoy  (Menetou-Salon),Sauvignon Blanc,Isabelle et Pierre Clément,Low
8097,France,"Although initially austere, this wine then opens out well, giving a firm and structured character. There are spice, solid dry tannins and a fine layer of berry fruits, finishing off with lively acidity.",,86,19.0,Bordeaux,Médoc,,Roger Voss,@vossroger,Barton & Guestier 2006  Médoc,Bordeaux-style Red Blend,Barton & Guestier,Low
8098,Chile,"On the nose, it's floral and sweet, with a sticky quality to the fruit. In the mouth, it's like lemon-lime soda, with some bitter green melon thrown in. And the feel is thin and acidic. A tangy, lean rendition of this potentially interesting variety.",Montemar,82,8.0,Curicó Valley,,,Michael Schachner,@wineschach,Aresti 2002 Montemar Gewürztraminer (Curicó Valley),Gewürztraminer,Aresti,Low
8099,France,"The soft, open character of Menetou-Salon is very apparent in this gentle, fruity wine. With fresh acidity and bright citrus and apricot flavors, it's a wine to savor young. Light perfumes add interest to this wine that is ready to drink.",Les Thureaux,87,20.0,Loire Valley,Menetou-Salon,,Roger Voss,@vossroger,Joseph Mellot 2014 Les Thureaux  (Menetou-Salon),Sauvignon Blanc,Joseph Mellot,Low
8100,Italy,"Made from organically farmed grapes, this bright blend of Sangiovese (90%) and Merlot (10%) starts with aromas of violet, iris and freshly tilled soil. The lively palate delivers black cherry and raspberry flavors, while notes of cinnamon-spice add some depth. It's enjoyable now, but hold until 2016–2017 to round out.",,87,24.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Astorre Noti 2010  Chianti Classico,Red Blend,Astorre Noti,Low
8101,France,"This is an over-soft wine, without real bite or crispness. It is pleasantly creamy, with almond flavors and a full mousse, but the soft character continues right through to the finish.",Brut Améthyste,86,,Champagne,Champagne,,Roger Voss,@vossroger,Louis Barthélémy NV Brut Améthyste  (Champagne),Champagne Blend,Louis Barthélémy,Low
8102,US,"It’s got a good color, a pretty ruby, and the aromas suggest sun-dried tomatoes, beetroot, and just the faintest hint of cherry, with sweeter, vanilla-accented notes. Very soft, with low acidity and raspberry-cherry fruit flavors.",,81,7.0,California,Central Coast,Central Coast,,,Monterey Vineyard 1999 Pinot Noir (Central Coast),Pinot Noir,Monterey Vineyard,Low
8103,US,"Treads the line between off-dry and sweet, with honey, apricot, orange, peach and vanilla flavors. With a hit of acidity on the finish, it's easy to drink and the alcohol is refreshingly low.",,85,12.0,California,California,California Other,,,Mirassou 2012 Moscato (California),Moscato,Mirassou,Low
8104,US,"This bottling was supervised by retired Tualatin founder Bill Fuller. It saw 80% new oak, and barrel flavors dominate the palate. Big bursts of vanilla and tobacco somewhat mask the light cherry fruit, giving the impression that the wine is a little out of balance.",Fuller,87,100.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Willamette Valley Vineyards 2012 Fuller Pinot Noir (Willamette Valley),Pinot Noir,Willamette Valley Vineyards,Low
8105,Chile,"Sweet on the nose, with marshmallow, Nestle's Quick and generic dark fruit aromas. The palate is more snappy and alert, with good but regular berry flavors mixing with chocolate and herbal notes. Juicy and lively across the palate but herbal on the finish.",Reserva,86,11.0,Colchagua Valley,,,Michael Schachner,@wineschach,Apaltagua 2009 Reserva Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,Apaltagua,Low
8106,Australia,"This baby has aromas of just-picked ripe plums, boysenberries,and a peppery-chocolatey note that shows up on the palate. It's dry, clean and sharp, and it's a lot of fun. —S.H.",,87,10.0,Australia Other,South Eastern Australia,,,,Yangarra Park 2001 Shiraz (South Eastern Australia),Shiraz,Yangarra Park,Low
8107,US,"Soft and simple, with flavors of melted blackberry, blueberry and raspberry jam, sprinkled with cocoa. Finishes sweet. Syrah, Cabernet Sauvignon.",Bilancio,83,36.0,California,Monterey,Central Coast,,,Pianetta 2007 Bilancio Red (Monterey),Red Blend,Pianetta,Low
8108,Italy,"Slightly disjointed at first, this Barolo with fruit sourced from four vineyard sites, needs a few minutes to open in the glass. The wine offers tertiary aromas of cured beef, smoked bacon and white mushroom. Drink now.",4 Vigne,87,56.0,Piedmont,Barolo,,,,Cascina Adelaide 2005 4 Vigne  (Barolo),Nebbiolo,Cascina Adelaide,Low
8109,France,"Pure Cabernet Sauvignon, this wines comes from the same region as Bordeaux. It has black currant flavors, balanced acidity and a touch of wood aging. Drink from 2018.",Le Phare Cabernet Sauvignon,85,10.0,France Other,Atlantique,,Roger Voss,@vossroger,Terre de Vignerons 2016 Le Phare Cabernet Sauvignon Cabernet Sauvignon (Atlantique),Cabernet Sauvignon,Terre de Vignerons,Low
8110,US,"More full-bodied than the past couple of vintages, the 2012 Estate bottling features fruit flavors of rhubarb and cranberry, a light sprinkling of peppery herb, and drying tannins, with a bit of clay in the aftertaste.",Estate,87,30.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Willamette Valley Vineyards 2012 Estate Pinot Noir (Willamette Valley),Pinot Noir,Willamette Valley Vineyards,Low
